smiles,group,HIA
c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1,training,1
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@@H](OC(C)=O)[C@@H]1C,training,1
C[C@@]12CC[C@@H]3[C@@H]4CCC(=O)C=C4CC[C@H]3[C@H]1CCC2=O,training,1
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,training,1
Nc1ccn([C@H]2CS[C@H](CO)O2)c(=O)n1,training,1
COC(=O)[C@H]1CC2=CC(=O)CC[C@@]2(C)[C@@]23O[C@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@@H]13,training,1
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,training,1
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,training,1
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,training,0
C[C@@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@H]12,training,1
NCCc1ccn[nH]1,training,1
C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,training,1
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,training,1
CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,training,1
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,training,1
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,training,1
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,training,1
CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C\C=C\C=C(C)/C=C\C=C(C)/C=C/C1=C(C)C[C@H](O)CC1(C)C,training,1
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,training,0
C[C@@]12CCC(=O)C(Cl)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@@H](O)CC[C@H]12,training,1
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,training,1
O=C(O)CCC(=O)O,training,1
COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,training,1
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,training,1
Cc1cccc(C)c1OCC(=O)N[C@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)NC(=O)[C@@H](C(C)C)N1CCCNC1=O,training,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,training,1
CCc1c(C)[nH]c2c1C(=O)[C@H](CN1CCOCC1)CC2,training,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,training,1
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,training,1
CCCc1cc(=O)[nH]c(=S)[nH]1,training,1
O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,training,1
C=CCN1C[C@@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21,training,1
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,training,1
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,training,1
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,training,1
CN(C)CCC=C1c2ccccc2CCc2ccccc21,training,1
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,training,1
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,training,1
CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,training,1
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,training,1
C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,training,0
CCO,training,1
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,training,1
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)[C@@H](O)C[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,training,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,training,1
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,training,1
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,training,1
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,training,1
N=C(NCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,training,0
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,training,0
CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@@H](C)[C@@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@@H](C)[C@H](O[C@H]3O[C@H](C)C[C@@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@H](C)[C@H]1OC(C)=O,training,1
Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,training,1
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,training,1
C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,training,1
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,training,1
COCC1=C(C(=O)O[C@@H](C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N/OC)c3csc(N)n3)[C@H]2SC1,training,1
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,training,1
COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,training,1
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,training,1
CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,training,1
NC(=O)N1C(=O)/C(=C(/O)c2cccs2)c2cc(Cl)ccc21,training,1
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,training,1
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,training,0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,training,1
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,training,1
Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@H](CO)C3)c2n1,training,1
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,training,1
C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@@H](C)/C=C/[C@@H](C)C(C)C,training,1
C[S+](CC[C@H]([N+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,training,1
C[C@@]12CCC(=O)C=C1[C@H]1C[C@H]1[C@@H]1[C@@H]3[C@H]4C[C@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@H]12,training,1
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,training,1
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,training,1
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,training,1
COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,training,1
COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3,training,1
CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,training,1
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)=O)cc1,training,1
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,training,1
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,training,1
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],training,1
CCCCC[N+](C)CCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],training,1
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,training,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,training,1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,training,1
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,training,1
CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,training,1
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,training,1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,training,1
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,training,0
C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)C/C7=C\CO)c7ccccc7N(C=C(C(CC31)/C(=C/CO)C2)C54)C69,training,0
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,training,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,training,1
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,training,1
O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,training,0
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,training,1
Oc1ccc2c3c1O[C@@H]1[C@@H](O)CC[C@@]4(O)[C@H](C2)N(CC2CCC2)CC[C@@]314,training,1
O=C1c2ccccc2C(=O)C1c1ccccc1,training,1
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,training,1
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,training,1
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,training,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,training,1
CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,training,1
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,training,1
CCCC(C)(COC(N)=O)COC(N)=O,training,1
NC1=NC(=O)[C@H](c2ccccc2)O1,training,1
CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,training,0
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,training,1
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,training,1
CN1CCN(c2c(F)cc3c(c2F)N(CCF)CC(C(=O)O)C3=O)CC1,training,1
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@@H](OC(C)=O)[C@@H]1C,training,1
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,training,1
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,training,1
CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)=C([O-])O1,training,1
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,training,1
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,training,0
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,training,1
CC(C)C1CCC(C(=O)N[C@@H](Cc2ccccc2)C(=O)O)CC1,training,1
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,training,0
C[N+](C)(C)CCO,training,1
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,training,1
Oc1ncnc2[nH]ncc12,training,1
C=C1/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,training,1
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,training,1
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,training,1
CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,training,1
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,training,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,training,1
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,training,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,training,0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,training,1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,training,0
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,training,1
CCCC[C@](C)(O)C/C=C/[C@H]1[C@@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,training,1
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,training,0
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)C2SC1,training,1
O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,training,1
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,training,1
C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,training,1
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,training,1
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,training,1
O=C(O)C1=C/C(=N/Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,training,1
CC(C)(O/N=C(\C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)C1=CSC(N)=[N+]1)C(=O)[O-],training,0
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,training,0
O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,training,1
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],training,1
Cc1ccc(S(=O)(=O)/N=C(\[O-])NN2CCCCCC2)cc1,training,1
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,training,1
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,training,1
CC(C)CCON=O,training,1
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,training,1
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,training,1
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,training,1
O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)O,training,1
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,training,0
Cc1ncsc1CCCl,training,1
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,training,1
CCC(=O)O[C@H]1CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,training,1
CCOC(=O)O[C@H](C)OC(=O)[C@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,training,1
C[N+](C)(C)CC(O)CC(=O)[O-],training,0
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,training,1
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,training,1
CNCCC=C1c2ccccc2CCc2ccccc21,training,1
Clc1ccccc1CN1CCc2sccc2C1,training,1
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,training,0
O=C1O[C@H]([C@@H](O)CO)C(=O)C1O,training,1
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,training,1
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,training,1
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,training,1
Cn1cc[nH]c1=S,training,1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@@H]2O,training,1
CC(C)COC[C@H](CN1CCCC1)N(Cc1ccccc1)c1ccccc1,training,1
COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,training,1
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,training,1
C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@@]4(C)[C@@H]3CC[C@@]21C,training,1
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,training,1
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,training,1
Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,training,1
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3[C@@]2(c2ccccc2)O1,training,1
CC(=O)NC(CS)C(=O)O,training,1
CN1CCC[C@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,training,1
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@@H]3CC[C@]21C,training,1
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,training,0
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,training,1
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,training,1
CC[C@H]1C(=O)OC[C@H]1Cc1cncn1C,training,1
C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO,training,1
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,training,1
O=C1[N+](CCCN2CCN(c3cccc(Cl)c3)CC2)=Nc2cccc[n+]21,training,1
COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,training,1
N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,training,1
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,training,1
C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,training,0
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,training,1
Nc1ccc(N=Nc2ccccc2)c(N)n1,training,1
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,training,1
CCCC(CCC)CCC[C@H]1COCCN1CCO,training,1
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,training,1
CNCCCC12CCC(c3ccccc31)c1ccccc12,training,1
CC(=O)O,training,1
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,training,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,training,1
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,training,1
COc1c2occc2cc2ccc(=O)oc12,training,1
N[C@@H](C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@@H]12)c1ccccc1,training,1
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,training,1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,training,1
CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,training,1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,training,1
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,training,1
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,training,1
CCN(CC)C(=O)N1CCN(C)CC1,training,1
C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1,training,1
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,training,1
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,training,1
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,training,0
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)O)cc3c(N)c(S(=O)(=O)O)cc(c23)C1=O,training,0
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,training,1
CN1CCO[C@@H](c2ccccc2)c2ccccc2C1,training,1
Cc1cn[nH]c1,training,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,training,1
C[C@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,training,1
CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,training,1
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,training,0
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,training,0
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,training,1
Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@@H](O)[C@@]3(C)CC[C@@H]2C3(C)C)cc1,training,1
OC(O)C(Cl)(Cl)Cl,training,1
Nc1cc(-c2ccncc2)c[nH]c1=O,training,1
CC(C)C[C@H](N)C(=O)O,training,1
CN1CCN2c3ncccc3Cc3ccccc3C2C1,training,1
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,training,1
NNc1nncc2ccccc12,training,1
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,training,0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,training,1
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,training,1
CC(=O)NO,training,1
CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,training,1
C=CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@@H]2SC1,training,1
CC(CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,training,1
C#CCN[C@H]1CCc2ccccc21,training,1
CN(C)C(=O)Oc1ccc[n+](C)c1,training,0
CC(C)(C(=O)O)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,training,1
CC(C)(O)[C@H]1[C@H]2OC(=O)[C@H]1[C@@]1(O)C[C@H]3O[C@@]34C(=O)O[C@H]2[C@@]14C,training,1
Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,training,1
CCC(C)(C)C(=O)O[C@H]1C[C@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21,training,1
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,training,1
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,training,1
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,training,1
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,training,1
CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,training,1
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,training,1
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c1-c1ccc(F)cc1,training,1
CC(=O)OCC1OC(S)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,training,0
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,training,1
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,training,1
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,training,1
C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,training,1
