smiles,group,FDAMDD
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(c2C)OC(=O)C(NC(=O)c2ccc(O)c(CC=C(C)C)c2)C3=O)OC1(C)C,training,0
CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,training,0
CN(C)CC/C=C1\c2ccccc2COc2ccc(CC(=O)O)cc21,training,1
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,training,1
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,training,0
COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1,training,1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,training,1
NCCC(O)(P(=O)(O)O)P(=O)(O)O,training,1
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,training,1
NC1=NC(=O)C(c2ccccc2)O1,training,1
CCC(C)C(C(=O)OC1CCN(C)CC1)c1ccccc1,training,1
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,training,1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,1
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,training,1
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,training,0
CCOC(=O)c1c(C)cc2c(CO)n[nH]c(=O)c2c1C,training,0
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,training,1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,training,1
CN1CCCN=C1/C=C/c1cccs1,training,0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,training,1
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,training,1
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,training,1
CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,training,1
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,training,1
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,training,1
CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,training,1
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,training,1
CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,training,0
Cc1nc(N/C(N)=N/S(=O)(=O)c2ccc(N)cc2)oc1C,training,0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,training,0
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,training,0
COc1cc(NS(=O)(=O)c2ccc(N)cc2)c(OC)nn1,training,0
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,training,1
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,training,1
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,training,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,training,0
S=P(N1CC1)(N1CC1)N1CC1,training,1
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,training,1
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,training,0
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,training,0
Clc1ccc2nsnc2c1NC1=NCCN1,training,1
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,training,1
CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,training,0
O=P(O)(O)OCC(Cl)(Cl)Cl,training,0
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,training,1
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,training,0
CN(C)CCN(Cc1ccccc1)c1ccccn1,training,0
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,training,0
OCCN(CCO)CCO,training,0
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,training,0
OC1OC[C@@H](O)[C@H](O)[C@H]1O,training,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,training,1
CC(=O)Nc1nnc(S(N)(=O)=O)s1,training,0
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,training,0
CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,training,1
C=C1/C(=C/C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,training,1
C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,training,1
N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,training,0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,training,1
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,training,1
COC(=O)C1=CCCN(C)C1,training,1
C[N+]1([O-])[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,training,1
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,training,1
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,training,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,training,1
C[N+](C)(C)CC(=O)[O-],training,0
CC(C[N+](C)(C)C)OC(N)=O,training,0
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,training,1
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,training,1
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,training,1
BrC(Br)Br,training,0
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,training,1
O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1,training,0
CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,training,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,training,1
CCCCOc1ccc(C[N+]2(C)[C@H]3CC[C@@H]2CC(OC(=O)[C@H](CO)c2ccccc2)C3)cc1,training,1
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,training,1
NC(=O)N1c2ccccc2C=Cc2ccccc21,training,0
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,training,1
CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,training,1
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,training,1
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,training,0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,training,0
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,training,0
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,training,0
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,training,1
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,training,0
OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,training,0
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,training,0
Oc1c(Cl)cc(Cl)c2cccnc12,training,0
O=NN(CCCl)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,training,0
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,training,1
c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,training,0
O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,training,0
Cc1ncsc1CCCl,training,0
CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,training,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,training,0
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,training,1
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,training,1
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,training,0
O=P1(N(CCCl)CCCl)NCCCO1,training,0
N[C@@H]1CONC1=O,training,0
N=C(N)N1CCc2ccccc2C1,training,0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,training,0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,training,0
CC(=O)[C@@]12O[C@](C)(c3ccccc3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,training,1
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,training,1
CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,training,1
O[C@H](CBr)[C@H](O)[C@H](O)[C@@H](O)CBr,training,0
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,training,0
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,training,0
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,training,1
N=C(N)c1ccc(N=NNc2ccc(C(=N)N)cc2)cc1,training,1
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,training,1
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],training,1
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,training,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,training,1
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,training,0
O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],training,1
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,training,1
C#CC1(OC(N)=O)CCCCC1,training,0
CCN1C(=O)NC(c2ccccc2)C1=O,training,0
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,training,1
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,training,1
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,training,1
O=c1[nH]cc(F)c(=O)[nH]1,training,0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,training,1
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,training,1
CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,training,0
OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,training,0
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,training,0
CC(=O)NCCOC(=O)C(Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,training,0
CC1(C)S[C@@H]2[C@H](N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,training,0
NNc1nncc2ccccc12,training,0
N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,training,0
CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,training,0
O=C(O)Cn1cc(I)c(=O)c(I)c1,training,0
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,training,0
CNC1(c2ccccc2Cl)CCCCC1=O,training,1
Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1,training,0
CC(C)C[C@H](N)C(=O)O,training,0
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,training,0
OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,training,0
CC1=CC(=O)c2ccccc2C1=O,training,1
Cc1cccc(C)c1NC(=O)C1CCCCN1C,training,0
S=c1nc[nH]c2nc[nH]c12,training,0
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,training,0
CCC(c1ccc2cc(OC)ccc2c1)C(C)(C)C(=O)O,training,1
CN(C)CCN(Cc1cccs1)c1ccccn1,training,0
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,training,0
COC(=O)C(c1ccccc1)C1CCCCN1,training,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,training,0
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,training,0
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,training,1
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,training,1
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,training,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,training,0
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,training,1
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,training,1
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,training,1
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,training,0
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)C(CC(C)C)NC=O,training,0
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,training,1
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,training,1
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,training,0
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,training,1
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,training,1
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,training,0
CN1C(=O)CC(c2ccccc2)C1=O,training,0
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,training,0
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,training,1
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,training,1
CCC1(c2ccccc2)C(=O)NCNC1=O,training,0
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,training,1
CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1,training,1
NC(=O)c1cnccn1,training,0
CC(N)C12CC3CC(CC(C3)C1)C2,training,0
CN(C)[C@@H]1C(=O)C(C(=O)NCN2CCCC2)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,training,0
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,training,0
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,training,1
O=C(O)C(S)C(S)C(=O)O,training,0
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,training,0
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,training,0
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,training,0
O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21,training,1
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,training,0
O=c1[nH]c(=O)n(C2CCCO2)cc1F,training,0
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,training,1
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,training,0
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,training,0
CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,training,0
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,training,0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,training,0
NCCNCCNCCN,training,0
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],training,1
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,training,1
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,training,0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,training,0
NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)NC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O,training,0
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,training,1
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,training,1
Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,training,1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,training,1
Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,training,1
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,training,0
NC12CC3CC(CC(C3)C1)C2,training,0
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,training,0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,training,0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,training,1
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,training,0
CCC(C)CON=O,training,0
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,training,1
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,training,1
NC(N)=NCCCC(N)C(=O)O,training,0
CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,training,1
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,training,0
CNCC12CCC(c3ccccc31)c1ccccc12,training,1
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,training,1
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,training,1
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,training,1
Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,training,1
CCC(Br)(CC)C(=O)NC(N)=O,training,0
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,training,1
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,training,0
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,training,0
C/C=C\C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,training,0
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,training,0
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,training,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,training,0
C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,training,1
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12,training,1
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,training,1
O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21,training,1
Oc1c(I)cc(Cl)c2cccnc12,training,0
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,training,1
Clc1cccc(Cl)c1NC1=NCCN1,training,1
CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,training,1
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,training,0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,training,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,training,0
CNCCCN1c2ccccc2CCc2ccccc21,training,0
CC(C)(CO)C(O)C(=O)NCCCO,training,0
CCN(CC)C(=O)N1CCN(C)CC1,training,0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,training,1
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,training,1
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,training,1
CCN(CC)C(=S)S,training,0
CN(C)CC/C=C1/c2ccccc2COc2ccccc21,training,0
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,training,0
NCCCC(N)(C(=O)O)C(F)F,training,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2OC(C)=O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,training,0
C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,training,1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,training,1
CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,training,1
CCOC(C)=O,training,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@@H]4[C@H]3CC[C@@]21C,training,1
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,training,0
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,training,1
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,training,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,training,1
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,training,0
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,training,0
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,training,0
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,training,1
Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,training,1
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,training,1
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,training,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,training,1
Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,training,1
NC(=O)CC[C@H](N)C(=O)O,training,0
N[C@@H](Cc1cnc[nH]1)C(=O)O,training,0
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,training,0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,training,1
