smiles,group,Respiratory
COc1ccc2c(c1)C(=O)C(=O)N2,training,0
CCc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccccc2)cc1,training,0
Nc1c(-c2ccccc2)nc2ccccn12,training,0
CCC1(CC)C(=O)NC(=O)N(C[C@@H](C)O)C1=O,training,0
O=C(OCCN1CCOCC1)C(c1ccccc1)c1ccccc1,training,0
O=C(O)[C@H](Cc1cc(I)c(O)c(I)c1)c1ccccc1,training,0
CC(C)=CCC[C@](C)(O)[C@H]1CC=C(C)CC1,training,0
O=C(O)CN1C(=O)C(=O)c2ccccc21,training,0
CCCC1(CCC)CC(=O)NC(=O)C1,training,0
C[C@@H]1O[C@]12C[C@@H](C)[C@@](C)(O)C(=O)OCC1=CCN(C)CC[C@@H](OC2=O)C1=O,training,0
CCCCCCCC(=O)N(C)C,training,0
CSC1=NC(c2ccccc2)(c2ccccc2)C(=O)N1CN1CCOCC1,training,0
CCOc1c(N2CCOCC2)cnn(C)c1=O,training,0
CC1CCCCN1CCCOC(=O)c1ccccc1,training,0
C=CCN(CC=C)CC(=O)OCC,training,0
Cc1cnc(NNC(=N)N)nc1NNC(=N)N,training,0
C[C@]1(c2ccc(Cl)cc2)OC[C@H](COC(N)=O)O1,training,0
O=C1C[C@H](N2C(=O)CCC2=O)C(=O)N1c1ccccc1,training,0
Cc1cccc(N2C(=O)C[C@H](N3C(=O)CCC3=O)C2=O)c1,training,0
Cc1ccccc1N1C(=O)CCC(n2c(C)nc3ccccc3c2=O)C1=O,training,0
Cc1cc(=O)c2c(C)ccc(C)c2o1,training,0
NCCCCCNCCSP(=O)(O)O,training,0
C/C=C1\C[C@@H](C)[C@@](C)(O)C(=O)OC[C@H]2CCN3CC[C@@H](OC1=O)[C@@H]23,training,0
NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,training,0
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,training,0
COc1cc2ccn3c(C)nnc3c2cc1OC,training,0
CC(C)(O)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,training,0
CC1CC(=O)N(C)c2ccccc2N1C,training,0
OC[C@@H](O)COc1cccc2cccnc12,training,0
C[C@@H]1[C@H](c2ccccc2)OC(=O)NN1C,training,0
O=C(OCCN1CC=CSCC1)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,training,0
CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,training,0
CN1CCc2cc3c(cc2[C@]12Cc1ccc4c(c1C2=O)OCO4)OCO3,training,0
O=c1c2cc(Cl)ccc2on1CN1CCCCC1,training,0
COc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC)C[C@](C)(O)[C@H](C)C2,training,0
O=C1CC(O)CC2C3CCCN4CCCC(CN12)C34,training,0
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2Cc2ccccc2)cc1,training,0
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,training,0
O=C(OCC1(COC(=O)N2CCCCC2)CCO1)N1CCCCC1,training,0
O=C(O)Cc1ccc(-c2ccccc2)cc1,training,0
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,training,0
CCOC(=O)CN(CC(C)C)CC(C)C,training,1
CCCCCCN(CCCCCC)CC(=O)OCC,training,1
CCCN(CCC)CC(=O)NN,training,1
CCNc1nc(CC)nc(OC)n1,training,1
NCCCCCSS(=O)(=O)O,training,1
Cc1cc(NNC(=N)N)nc(NNC(=N)N)n1,training,1
COc1ccccc1NC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,training,1
Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccc(Cl)cc1,training,1
Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccc(I)cc1,training,1
Cc1ccccc1-n1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,training,1
Cc1ccc(-n2c(Cc3c(C)[nH]c4ccccc34)n[nH]c2=S)cc1,training,1
Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccc(Cl)cc1,training,1
C=CCn1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,training,1
CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC,training,1
Cc1cc(-n2c(-c3ccccc3)nc3ccccc3c2=O)on1,training,1
COc1cc(C(=O)NN2CCCCCC2)cc(OC)c1OC,training,1
Cc1cc(-n2c(-c3ccccc3)nc3cc(Cl)ccc3c2=O)on1,training,1
Cc1cc(-n2c(-c3ccccc3)nc3ccc(Cl)cc3c2=O)on1,training,1
Cc1ccc2nc(-c3ccccc3)n(-c3cc(C)no3)c(=O)c2c1,training,1
Cc1ccc2c(=O)n(-c3cc(C)no3)c(-c3ccccc3)nc2c1,training,1
Cc1csc2nc3[nH]ncc3c(=O)n12,training,1
O=c1c2cn[nH]c2nc2scc(-c3ccccc3)n12,training,1
O=c1c2cn[nH]c2nc2scc(-c3ccc(Cl)cc3)n12,training,1
O=c1c2cn[nH]c2nc2scc(-c3ccc(Br)cc3)n12,training,1
O=c1c2cn[nH]c2nc2scc(-c3ccc(F)cc3)n12,training,1
Cn1ncc2c(=O)n3c(-c4ccccc4)csc3nc21,training,1
S=c1c2cn[nH]c2nc2scc(-c3ccccc3)n12,training,1
S=c1c2cn[nH]c2nc2scc(-c3ccc(Cl)cc3)n12,training,1
S=c1c2cn[nH]c2nc2scc(-c3ccc(Br)cc3)n12,training,1
N#C[C@H]1C(=O)NC(=O)[C@@H](C#N)C12CCCCC2,training,1
O=c1oc2ccc(Cl)cc2n1[C@@H](c1ccccc1)N1CCCCC1,training,1
O=Cc1ccc2c(c1)OCO2,training,1
CC[C@@H]1C[C@@H](C)OC1=O,training,1
C[C@@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,training,1
O=C1/C(=C\c2ccc(F)cc2)SC(=S)N1CN1CCN(c2ccccc2)CC1,training,1
CCCCCC1(C)C(C#N)C(=O)NC(=O)C1C#N,training,1
COc1ccc(-c2csc(N3CC(=O)NC3=O)n2)cc1,training,1
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,training,1
CCCCCCCCCCCCSC1CS(=O)(=O)CC1O,training,1
Cn1c(=O)c2c(ncn2CCS(=O)Cc2ccccc2)n(C)c1=O,training,1
Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)NC1CCCCC1,training,1
Cc1cccc(-n2c(Cc3c(C)[nH]c4ccccc34)n[nH]c2=S)c1,training,1
COc1ccc(-n2c(Cc3c(C)[nH]c4ccccc34)n[nH]c2=S)cc1,training,1
O=c1[nH]oc2ccc(Br)cc12,training,1
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,training,1
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)c(Cl)c3)[C@@H]2C1,training,1
Cc1cc(=O)n(-c2cccc(SC(F)F)c2)n1C,training,1
Cn1c2c(c3ccccc31)CCN1[C@@H]2[C@H]2CCCCN2[C@H]1c1ccccc1,training,1
O=C1C(O)=Nc2ccc(Br)cc21,training,1
O=C1C(=O)N(c2ccccc2)c2ccccc21,training,1
CNC(=O)c1c(-c2ccccc2)nc2ccccc2c1NC,training,1
COc1cc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@H]23)cc(OC)c1OC,training,1
Cc1cc(=O)n(-c2ccc(SC(F)F)cc2)n1C,training,1
Cc1cc(C)c2c(c1)C(=O)C(=O)N2,training,1
CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,training,1
CCOC(=O)CSc1nnc(-c2ccccc2)s1,training,1
Cc1cc(=O)n(-c2ccc(S(=O)(=O)C(F)F)cc2)n1C,training,1
Cc1cc(=O)n(-c2cccc(OC(F)F)c2)n1C,training,1
O=C(/C=N/N1CCNC1=O)c1ccc([N+](=O)[O-])o1,training,1
COc1cc(COCCN2CCOCC2)cc(OC)c1OC,training,1
C#CCn1c(=O)oc2ccccc21,training,1
COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,training,1
C[C@H](CO)n1nc(-c2ccccc2)ccc1=O,training,1
Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccc(Br)cc1,training,1
CCCCNC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,training,1
O=C1[C@H]2CC=CC[C@H]2C(=O)N1C1CCC(OCCN2CCCC2)CC1,training,1
CC(=O)SCC(=O)/N=c1/[nH]c2ccccc2s1,training,1
Cc1ccc(C)c(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)c1,training,1
CC1CCCC(C)N1CCCOC(=O)c1ccccc1,training,1
Cn1c(SCCO)nc2c1c(=O)[nH]c(=O)n2C,training,1
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccccc3)[C@@H]2C1,training,1
C[C@]1(N2CCCCC2)C(=O)Nc2ccccc21,training,1
Cn1c(=O)c2c(nc(SCCO)n2C)n(C)c1=O,training,1
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,training,1
CC1(C)Oc2cc(O)c(Cl)cc2C2=C1CCCC2,training,1
COc1cc2c(c(OC)c1O)-c1c(O)c(OC)cc3c1[C@H](CC2)N(C)CC3,training,1
O=C(O)CCCN(CN(C1=NCCN1)C1CCCC1)C(=O)c1ccccc1,training,1
CSc1nccc(=O)n1-c1ccccc1C(F)(F)F,training,1
CCN(CC)C(=O)OCC1(COC(=O)N(CC)CC)COC1,training,1
Cc1[nH]c2ccccc2c1CCNC(=O)c1cccnc1,training,1
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,training,1
Cc1ccccc1NC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,training,1
Cc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)cc1Cl,training,1
CNC(=O)N1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,training,1
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,training,1
NC1=NC(=O)[C@H](c2ccccc2)O1,training,1
Cc1nc2ccccc2c(=O)n1[C@H]1CCC(=O)N(c2ccc(C(=O)O)cc2)C1=O,training,1
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,training,1
CCCN1CCN(Cn2nc(-c3ccccc3)ccc2=O)CC1,training,1
O[C@H](CNc1ccccn1)c1ccccc1,training,1
C[C@H](C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,training,1
CN(C)[C@H]1C(O)=C(C(=O)NCN2CCC[C@H]2C(=O)O)C(=O)[C@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@@H]3C[C@H]12,training,1
NCCS(=O)(=O)N1CCCCC1,training,1
Cc1cccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)c1,training,1
CCCCn1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,training,1
COc1ccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)cc1,training,1
Nc1ccccc(Br)c1=O,training,1
Cc1cc(NNC(=N)N)nc(N)n1,training,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C(F)(F)F)o1,training,1
Cn1c2cn[nH]c2c(=O)n1-c1ccccc1,training,1
CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,training,1
N=C(N)Nc1ccnc(NC(=N)N)n1,training,1
COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN1CCCCC1,training,1
COC1=CC(=O)O[C@H](CCc2ccccc2)C1,training,1
C=CCC1(C[C@H](C)OC)C(=O)NC(=O)NC1=O,training,1
O=C(OCCN1CCCOCC1)C(c1ccccc1)c1ccccc1,training,1
CCCCCCc1cc2c(cc1O)OC(C)(C)C1=C2CCCC1,training,1
Fc1ccc(-c2cc(C(F)(F)F)nn3cnnc23)cc1,training,1
Fc1ccc(-c2cn[nH]c(=S)n2)cc1F,training,1
CCc1nnc(N2N=C(C(=O)c3ccccc3)N(c3nnc(CC)s3)N=C2C(=O)c2ccccc2)s1,training,1
O=C1/C(=C\c2cccc(F)c2)SC(=S)N1CN1CCCCC1,training,1
CCc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(OC)cc2)cc1,training,1
Cc1c(Nc2ccccc2C(=O)O)ccc(O)c1Cl,training,1
CCCC1(C)[C@H](C#N)C(=O)NC(=O)[C@H]1C#N,training,1
COc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)cc1,training,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,training,1
COc1cc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@@H]23)cc(OC)c1OC,training,1
COc1ccc(CCN2CCN(c3ccccn3)CC2)cc1OC,training,1
c1ccc(-c2nnc(-c3ccccc3)[nH]2)cc1,training,1
CC(C)N(CC(=O)NN)C(C)C,training,1
NS(=O)(=O)c1cccs1,training,1
O=S(=O)(O)SCCNCCCCC1CCCCC1,training,1
CN1CCN(CN2C(=O)C(c3ccccc3)(c3ccccc3)NC2=S)CC1,training,1
COc1cc(C(=O)N[C@H]2CCCNC2)cc(OC)c1OC,training,1
Cc1ccc(N2CCN(c3c4c(nc5ccc(C)cc35)CCC4)CC2)cc1,training,1
COc1ccc2nc3c(c(N4CCN(c5ccccc5)CC4)c2c1)CCC3,training,1
COc1ccc2c(n1)Sc1c(N)nc(N)nc1N2,training,1
COc1ccc2c(c1CN1CCOCC1)C(=O)c1ccccc1C2=O,training,1
Cc1cccc(C)c1/N=C1\SCC(=O)N1CCCN1CCOCC1,training,1
COc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(OC)cc2)cc1,training,1
O=c1nc(/C=C/c2ccc(Cl)cc2)[nH]c2ncccc12,training,1
CN(C)/C=N/C1=CC(=O)CC(C)(C)C1,training,1
Cc1csc2nc3c(cnn3C)c(=O)n12,training,1
CCCCN1CCN(Cn2nc(-c3ccccc3)ccc2=O)CC1,training,1
CN(C)c1ccc(=O)n(-c2ccccc2)n1,training,1
O=c1ccc(-c2ccccc2)nn1CN1CCCCC1,training,1
COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@@]2(CCN3C)CC1=O,training,1
O=C(O)C(=O)C(Cl)Cl,training,1
CC(C)[C@@H](C)N,training,1
O=C(CN1CCN(c2ccccc2)CC1)c1cccnc1,training,1
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)cc3)[C@H]2C1,training,1
S=c1[nH]nc(-c2ccccc2)s1,training,1
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,training,1
Cc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)c(C)c1,training,1
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2nccs2)C1=O,training,1
CC(=O)N(C(C)=O)c1ccc(C2=NN(C(C)=O)C(C)Cc3cc4c(cc32)OCO4)cc1,training,1
C=CCOC(=O)OCCOCCOC(=O)OCC=C,training,1
C[C@@H]1CCCCCCCCCCCCC(=O)C1,training,1
CCCC[C@@H](C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,training,1
Cn1c(=O)c2c(ncn2C[C@H](O)CN(Cc2ccccc2)Cc2ccccc2)n(C)c1=O,training,1
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,training,1
Cc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)cc1C,training,1
Nc1cccc(=O)c(O)c1,training,1
CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1,training,1
CC1(C)Oc2cc(O)ccc2C2=C1CCCC2,training,1
O=C1/C(=C\c2ccc(F)cc2)SC(=S)N1CN1CCOCC1,training,1
Cc1nnc(-c2ccccc2)s1,training,1
O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1,training,1
c1ccc2c(c1)OC[C@H](CN1CCCCCC1)O2,training,1
O=C(CCN1CCCCC1)N1CCN(C(=O)N(c2ccccc2)c2ccccc2)CC1,training,1
COc1ccccc1C(=O)N[C@H]1CCC[C@@H]2CCN(C)C[C@H]12,training,1
COc1ccc2c(c1OC)C(=O)O[C@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,training,1
O=C(O[C@H]1CCN(Cc2ccccc2)C1)[C@@](O)(c1ccccc1)C1CCCC1,training,1
CO/N=C(/C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,training,1
CCN(CC)CCOc1ccnc(N)n1,training,1
Nc1cccc(Cl)n1,training,1
CCN(CC)C(=O)c1c2c(nc3ccccc13)CCCC2,training,1
O=C(c1c2c(nc3ccccc13)CCCC2)N1CCOCC1,training,1
Cc1nsc(Cl)c1C(=O)N1CCOCC1,training,1
c1cncc(-c2c[nH]cn2)c1,training,1
C=CCNC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,training,1
C[C@H]1CC[C@@H]2CN(CCO)C[C@H]2C1,training,1
Cc1cc(C(F)(F)C(F)F)n(-c2nc(-c3ccc(O)c(O)c3)cs2)n1,training,1
CC1=NNc2nc3ccccc3c(C)c2C(c2ccccc2)=C1,training,1
CC1CN(C)c2ccccc2N(C)C1=O,training,1
COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,training,1
COc1ccc2cc3n(c(=O)c2c1OC)CCc1cc2c(cc1-3)OCO2,training,1
CCC1(CC)C(=O)CC(=O)N(C2CCCCC2)C1=O,training,1
CC1(C)C(C#N)C(=O)N(CN2CCOCC2)C(=O)C1C#N,training,1
Cc1cccc(C)c1N1C(=O)C[C@H](N2C(=O)CCC2=O)C1=O,training,1
OCc1cccc2cc(Oc3ccc(I)c4cccnc34)c(O)c(Cl)c12,training,1
O=C(Nc1ccccc1)c1cc(O)c(O)c(O)c1,training,1
CCOc1ccc(NC(=O)c2c(C)nsc2NC(=O)c2ccccc2)cc1,training,1
CN(C)c1ccc(/N=N/c2ccccc2)cc1,training,1
CC(=O)c1ccc(C)s1,training,1
Nc1ccc(O)ccc1=O,training,1
COc1ccccc1C(=O)N[C@H]1CCC[C@@H]2CCN(C)C[C@@H]12,training,1
Cc1ccc2c(n1)Nc1nc(N)nc(Cl)c1S2,training,1
C=CCN1C(=O)NC(=O)C(CC)(CC)C1=O,training,1
Cc1cccc(C)c1N1C(=O)CCC(n2c(C)nc3ccccc3c2=O)C1=O,training,1
c1ccc2c(c1)OC[C@H](CN1CCCCCCC1)O2,training,1
CC(C)[Ge](I)(I)I,training,1
O=c1nc(CCl)[nH]c2sc3c(c12)CCCC3,training,1
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C)cc1,training,1
CC[C@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,training,1
S=C1NCCCCN1,training,1
Fc1ccc(-c2cn[nH]c(=S)n2)cc1,training,1
O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CNc1ccccc1,training,1
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2CCCO)cc1,training,1
COc1ccccc1N1CCN(CC(=O)c2cccnc2)CC1,training,1
Cc1ccc2c(n1)Nc1nc(N)nc(N)c1S2,training,1
COc1ccccc1N1CCN(CC(O)c2ccncc2)CC1,training,1
CC1=NN=C(c2ccc(NC(=O)CN)cc2)c2cc3c(cc2C1)OCO3,training,1
O=NN1CCCC[C@H]1C(=O)O,training,1
CC(C)=CCCC(C)CC=O,training,1
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,training,1
CCCCC1(CCCC)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,training,1
NS(=O)(=O)c1csc([N+](=O)[O-])c1,training,1
O=C(CN1CCN(c2ccccc2Cl)CC1)c1cccnc1,training,1
CC(CN(C)C)N1C(=O)N(c2ccc(Cl)cc2)CC1C,training,1
Cc1ccc(S)c(Nc2cc(N)nc(N)n2)n1,training,1
Cc1ccc(S)c(Nc2cc(Cl)nc(N)n2)n1,training,1
CCN(C)c1ccc(=O)n(-c2ccccc2)n1,training,1
N=c1[nH]nc(-c2ccc([N+](=O)[O-])cc2)s1,training,1
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2cccc3ccccc23)C1=O,training,1
COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1=C2)OCO4,training,1
CCCC[Ge](Cl)(Cl)Cl,training,1
CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,training,1
CN(C)CCN(Cc1ccc(Br)cc1)c1ncnc2ccccc12,training,1
C=CCN(CC=C)CC=C,training,1
C=CCNCC=C,training,1
CCN(C)[C@@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,training,1
CCN(CC)CCO[Si]1(c2ccc(Cl)cc2)CCCCC1,training,1
COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2,training,1
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,training,1
CN1[C@H]2CC[C@H]1CC(OC(=O)COc1ccc(Cl)cc1)C2,training,1
COc1cc2c(cc1OC)CN1CCc3cc(OC)c(OC)cc3C1C2,training,1
CC(C)NC[C@@H](O)COc1cccc2cc([C@@H](C)O)oc12,training,1
O=C(O)CCCN(CN(CCO)C1=NCCN1)C(=O)c1ccccc1,training,1
O=C(O)CCCN(CN(CCCO)C1=NCCN1)C(=O)c1ccccc1,training,1
C[C@@H]1[C@H]2C3=CC[C@H]4[C@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C(=O)O)CC[C@]2(C(=O)O)CC[C@H]1C,training,1
CCN(C)[C@@H]1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,training,1
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cccc(OC)c5c4CCN3C[C@H]2CC[C@H]1O,training,1
Nc1cccccc1=O,training,1
O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3,training,1
CCN(C)[C@H]1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,training,1
Nc1ccc(N)c(=O)cc1,training,1
CC(=O)N1N=C(c2ccc(NC=O)cc2)c2cc3c(cc2CC1C)OCO3,training,1
COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,training,1
C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,training,1
COc1cc2c(cc1O)C(=O)c1nccc3cc(OC)c(OC)c-2c13,training,1
COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)NCC3,training,1
CN1CCN=C(c2ccccc2O)C=C1C(=O)O,training,1
C=CCN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,training,1
Cn1c2c(c3ccccc31)CCN1CN3CCCC[C@@H]3[C@H]21,training,1
COc1cc2ccn3cnnc3c2cc1OC,training,1
c1ccc2c(c1)OC[C@H](CN1CCCC1)O2,training,1
CC(C)(C)[C@]1(O)CCN2C[C@@H](c3ccccc3)c3ccccc3[C@@H]2C1,training,1
CCN(CC)CCN(Cc1ccc(Br)cc1)c1nccc(C)n1,training,1
O=C(CCl)NCCCNC(=O)CCl,training,1
Cc1[nH]c2ccccc2c1CCN1CCN(c2ccccc2)CC1,training,1
CCN(CC)CCN(Cc1ccccc1)c1cc(C)ncn1,training,1
O=C(O)C(=O)CCl,training,1
CC12CCC(C(Br)C1=O)C2(C)C,training,1
CC(C)CCN(CCC(C)C)CC(=O)NN,training,1
CCOC(=O)CN(CCC(C)C)CCC(C)C,training,1
c1ccc(-c2nc3ccccn3c2CN2CCOCC2)cc1,training,1
COc1ccccc1N1CCN(CCc2ccncc2)CC1,training,1
CN1CCN(c2c3c(nc4ccccc24)CCCC3)CC1,training,1
NCCCCSS(=O)(=O)O,training,1
NC[C@]1(N)CCCCc2ccccc21,training,1
COc1cc(COCCN2CCCCC2)cc(OC)c1OC,training,1
CC(C)NC[C@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,training,1
CN(C)CCNN,training,1
CN1CCC[C@@H]1CC(=O)c1ccccc1,training,1
COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN1CCCC1,training,1
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2CCO)cc1,training,1
CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,training,1
CN1CCN(c2ccccc2)CC1,training,1
Cc1ccc(C[C@H](CO)N2CCCCC2)cc1,training,1
CNCCCC12CCC(c3ccccc31)c1ccccc12,training,1
CO[C@](F)(Br)C(Br)(C(F)(F)F)C(F)(F)F,training,1
CC(=O)N1N=C(c2ccc(NC(=O)C(F)(F)F)cc2)c2cc3c(cc2CC1C)OCO3,training,1
Cc1cc(N(CCN(C)C)Cc2ccc(Br)cc2)ncn1,training,1
CC[C@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,training,1
O=NN1CN2CN(C1)CN(N=O)C2,training,1
COc1cc(O)cc2c1N(CCCN(C)C)c1cc(Cl)ccc1S2,training,1
CN(C)CCN(Cc1ccc(Cl)cc1)c1ncnc2ccccc12,training,1
OCCCN(CCC(c1ccccc1)c1ccccc1)CCC(c1ccccc1)c1ccccc1,training,1
O=C(O)C(=O)CF,training,1
C1NNCN2CNNCN12,training,1
CN1CCN(CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1,training,1
CCCCCC1=CC2OC(C)(C)C3C=CC(C)=CC3C2C(O)=C1,training,1
CCOc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]314,training,1
NC1(CO)CCCC1,training,1
COc1cc(COCCN2CCCC2)cc(OC)c1OC,training,1
COc1ccc(CN(CCN(C)C)c2nccc(C)n2)cc1,training,1
CN1CCCN(C)C1=S,training,1
CCN(CC)Cc1c(OC)ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc12,training,1
COc1ccc2c(c1O)N(CCCN(C)C)c1cc(Cl)ccc1S2,training,1
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,training,1
O=C1CN(/N=C/C(=O)c2ccc([N+](=O)[O-])o2)C(=O)N1,training,1
Nc1nnc(-c2ccncc2)s1,training,1
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,training,1
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],training,1
CC(C)CN(CC(=O)NN)CC(C)C,training,1
c1ccc(N2CCN(CCc3ccccn3)CC2)cc1,training,1
Clc1ccccc1N1CCN(CCc2ccccn2)CC1,training,1
c1ccc(N2CCN(CCc3ccncc3)CC2)cc1,training,1
CCOc1ccccc1N1CCN(CCc2ccncc2)CC1,training,1
O=C(OCCF)C(c1ccccc1)c1ccccc1,training,1
COc1ccc(CCNc2c3c(nc4ccccc24)CCCC3)cc1OC,training,1
Nc1ccc(S(=O)(=O)Nc2scc[n+]2[O-])cc1,training,1
