smiles,group,Pgp-sub
CC(=O)C1=C(c2ccccc2)N(C2OC(CO)C(O)C(O)C2O)C(S)=C(C#N)C1c1ccc(Cl)cc1,training,0
COCOc1c(C(O[Si](C)(C)C(C)(C)C)c2cnc(Sc3ccccc3)n2C)ccc(OC)c1OC,training,0
CC(=O)C1(Cc2cccc3ccccc23)S(=O)(=O)OCCOS1(=O)=O,training,0
COC(=O)C1(Cc2ccc3c(c2)CCC3)Cc2cc3c(cc2C1)CCC3,training,0
N#CC12CC=C(c3ccccc3)N=C1NC(c1ccccc1)=CC2,training,0
O=C1CSC(c2ccc([N+](=O)[O-])cc2)N1c1ccc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)cc1,training,0
Cc1ccc(/N=N/c2ccc(O)c(CN(C)C)c2)cc1,training,0
Cc1ccc(S(=O)(=O)NN=C2CC[C@H](C(C)(C)C)C[C@@H]2C)cc1,training,0
CC(C)(C)COC(=O)C(C)(C)N=C(O)C(CC(=O)OCc1ccccc1)N=C(O)OCc1ccccc1,training,0
CC(O)=NCCC1CN(C(=O)/C=C/I)c2ccccc21,training,0
COC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1,training,0
N=C1Nc2ccccc2Sc2nccn21,training,0
CCCCCCCCCCCCP(=O)(O)OCC(N)C(=O)O,training,0
O=C1OC(C2Cc3ccc4c(c3C2=O)CCCC4)c2ccccc21,training,0
CCOC(=O)CCC(N=C(O)C(Cc1ccccc1)N=C(O)OCc1ccccc1)C(=O)OCC,training,0
COC(=O)c1c(C)nc(C)c(N=O)c1-c1ccccc1C(F)(F)F,training,0
CCOP(=O)(OCC)OC1CC(n2cnc3c(N(CC)CC)ncnc32)OC1CO[Si](C)(C)C(C)(C)C,training,0
CC(C)Cc1cc2c(cc1O)CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,training,0
COc1cc(/C=C/C=C2\CCC/C(=C\C=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,training,0
CCSC(=O)/C=C1\CN(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,training,0
COc1ccc(C2c3cc4c(cc3OC(NNC(=N)O)C2C)OCO4)cc1,training,0
CC(=NN=C(S)N(C)CCN(C)C(S)=NN=C(C)c1ccccn1)c1ccccn1,training,0
COc1cccc(C2c3cc4c(cc3OC(N3CCOCC3)C2C)OCO4)c1O,training,0
Nc1cc(CO)cc(N=c2c3ccccc3[nH]c3ccccc23)c1,training,0
O=C(CCCN1CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)CC1)c1ccccc1,training,0
O=[N+]([O-])c1cc(/C=N/C23CC4CC(CC(C4)C2)C3)ccc1Cl,training,0
CN(CCO)CC(=O)CC(O)(C(F)(F)F)C(F)(F)F,training,0
N=C(O)[C@H](Cc1ccc(O)cc1)NC1=C(Cl)C(=O)c2c(O)ccc(O)c2C1=O,training,0
COC1(C)CP(=O)(OC(C)C)CC(C)=C1Cl,training,0
COc1ccc(C=CC(=NN=C(O)NN=C(C=Cc2ccc(OC)cc2)C(C)C)C(C)C)cc1,training,0
C=CC(Br)(CBr)CCC(Br)C(C)(C)Cl,training,0
COc1cc(/C=C2\Sc3scc(-c4cccc([N+](=O)[O-])c4)[n+]3C2=O)cc(OC)c1OC,training,0
O=C1C(Cl)=C(N2CCN(c3ccccn3)CC2)C(=O)c2c(O)ccc(O)c21,training,0
Cc1nn(C(=O)c2ccccc2O)c2c1C(c1ccc([N+](=O)[O-])cc1)SC(=N)N2,training,0
CCOC(=O)c1sc(NN=C2N=C(O)C(=Cc3ccc([N+](=O)[O-])cc3)S2)nc1C,training,0
O=C1Nc2ccccc2C1=NNc1nc(-c2cccc([N+](=O)[O-])c2)cs1,training,0
COC(=O)[C@]1(Cc2ccc3ccccc3c2)CCCCCCN1C(=O)c1ccccc1,training,0
O=c1cc(-c2cccnc2)[nH]c2cc3c(cc12)OCO3,training,0
O=C1C(c2ccc([N+](=O)[O-])cc2)=C(Cl)C(=O)c2c(O)cccc21,training,0
N#CC(NN=C(O)c1ccccc1O)c1c(O)ccc2ccccc12,training,0
OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1,training,0
COc1ccc(C(CC2OC(=O)c3ccccc32)=N[N-]C(=[O+])C[N+](C)(C)C)cc1,training,0
[N-]C[Si]1(C[N-])CCCC1,training,0
Cc1occc1C(=S)Nc1ccc(Cl)c(COC(C)(C)C)c1,training,0
CC(C)Cc1ccc(C(C)C=C2CCC(CN3CCOCC3)C2=O)cc1,training,0
COc1ccc(C=C2CCC(CN3CCOCC3)C2=O)cc1,training,0
CCCCCCCCC=C1CCC(CN2CCOCC2)C1=O,training,0
CCOC(=O)C(O)=NNc1nc2c(s1)C(=O)c1ccccc1C2=O,training,0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,training,0
Cc1c(Cl)cccc1N=C(O)CC1Sc2ccccc2N=C1O,training,0
O=[N+]([O-])c1cc(C(F)(F)F)cc2n[se]nc12,training,0
CC(C)(C)c1nc2c(o1)/C(=N\c1ccc(F)cc1)c1ccccc1C2=O,training,0
C[N+](C)(C)CC1CCCC1=O,training,0
CCOC(=O)C(C#N)C1=CC(=O)C(=O)c2ccc(OC)cc21,training,0
O=C1OC(OCC(Br)=C(Br)COC2OC(=O)C(Cl)=C2Cl)C(Cl)=C1Cl,training,0
CN(C)CC1=Nc2cccc3cccc(c23)N1,training,0
COc1ccc(-c2coc3c4c(ccc3c2=O)OCO4)cc1OC,training,0
CN1CCN(CN2C(=O)C3C4C=CC(C3C2=O)C2C3C(=O)N(CN5CCN(C)CC5)C(=O)C3C42)CC1,training,0
COc1ccc(C(NCCNC(c2ccc(OC)c(OC)c2)c2cc3c(cc2O)OCO3)c2cc3c(cc2O)OCO3)cc1OC,training,0
CCn1c(-c2c(Cl)cc(O)cc2Cl)cc2c(Cl)cc(O)cc21,training,0
COc1ccc2c(c1)-c1nn(CCCN(C)C)c3ccc([N+](=O)[O-])c(c13)N2,training,0
COC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@@H]4[C@@H](C[C@H]12)[C@]4(C)C3,training,0
CC(=NN=C(S)N1CCN(c2ccccn2)CC1)c1nccs1,training,0
COc1cc(O)c2c(c1)C(O)C(O)CC1OC1C(=O)/C=C/CC(C)OC2=O,training,0
CC12CC3OC(=O)C1COC14OC5(C2C1=O)C(O)(CCC1C4CC2OC24CC=CC(=O)C14C)C(=O)OC35C,training,0
CCCCS(=N)(=O)CCC(N)C(=O)O,training,0
CCN(CC)c1ccc2nc3c4ccccc4c(=NC(=O)c4ccccc4-c4c5ccc(N(CC)CC)cc5[o+]c5cc(N(CC)CC)ccc45)cc-3oc2c1,training,0
O=C1C2=C(C(=O)c3c(O)ccc(O)c31)[C@@H](O)[C@@H](O)[C@@H](O)C2,training,0
O=C(OCC(F)([N+](=O)[O-])[N+](=O)[O-])OCC(F)([N+](=O)[O-])[N+](=O)[O-],training,0
O=C(O)c1c[nH]c2cc(OCc3ccccc3)ccc2c1=O,training,0
O=C1C(C2Sc3ccccc3N=C2O)SC(=S)N1Cc1ccccc1,training,0
CC1(C)CC2C=C(C=O)C3(C=O)CC3(C)C2C1,training,0
CC12OC1(C)C1C(=O)OCC1C2=O,training,0
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)N(CCCl)N=O)CC[C@@H]12,training,0
CN=C(O)ON(C(C)=O)C(O)=NC,training,0
C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)/C=C/C=C/c1ccccc1,training,0
Cn1c(CC(O)c2nc3ccccc3n2C)nc2ccccc21,training,0
C=C1C(=O)OC2CC1C(O)CC(C)=CCC/C(C)=C/C(O)CC2C,training,0
COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(O)c(OC)cc4c2C(C3)N(C)CC4)cc1OC,training,0
Oc1ccc(Br)cc1C=Nc1cccc(C(F)(F)F)c1,training,0
OC(=N/N=C/c1cc(Br)cc(Br)c1O)NN=Cc1cc(Br)cc(Br)c1O,training,0
CCC1CN2C(=N1)c1ccccc1-c1cc(Cl)ccc12,training,0
CCN(CC)CCCC(C)N=c1cc[nH]c(/C=C/c2ccc(Cl)cc2)c1,training,0
O=C(c1ccc([N+](=O)[O-])cc1)C(Br)C(Br)c1ccnc2ccccc12,training,0
O=C(/C=C/c1cccnc1)/C=C/c1cccnc1,training,0
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(OC1(c3cc(O)c(O)c(O)c3)Oc3cc(O)cc(O)c3C(O)C1O)C2,training,0
O=[N+]([O-])c1cc(Cc2cc([N+](=O)[O-])c3cccnc3c2O)c(O)c2ncccc12,training,0
CN(C)CC1CCCCCC(Br)C1=O,training,0
Cc1ccc(S(=O)(=O)Nc2ccccc2C=O)cc1,training,0
Cc1ccc(NC2=CC(=O)C(=O)c3ccccc32)c(C)c1,training,0
Nc1c2c(O)nc(=O)c2c(N)c2c(=O)c3ccccc3c(=O)c12,training,0
Cc1cc(Nc2ccc(/N=N/c3ccc(O)c4ncccc34)cc2)nc(C)n1,training,0
CC[C@H](C)c1occ2c(O)c(C(=O)O)c(=O)cc-2c1C,training,0
Oc1ccc(Cl)cc1C=Nc1cnc2ccccc2c1,training,0
Oc1ccc2ccccc2c1Cc1c(O)nc(S)nc1-c1ccccc1,training,0
COc1cc(O)c2c(c1O)C(=O)C1=C(COC(C)(O)C1)C2=O,training,0
O=C1C(Cl)=C(Nc2ccc3c[nH]nc3c2)C(=O)c2ccccc21,training,0
CCN(CC)CCNc1ccc(N=Nc2cnc3ccccc3c2)c2ccccc12,training,0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,training,0
O=C(O)C1CCC2C(=O)C3CCCCC3C3NCNC1C23,training,0
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](c5cc(C(F)(F)F)n(C(C)=O)n5)[C@@]4(C)CC[C@@H]32)C1,training,0
COC1=C(Cl)C(=O)c2ncccc2C1=O,training,0
CC(O)=Nc1ccccc1C=C1c2ccccc2-c2ccccc21,training,0
CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)c3c(c(O)c1C2=O)C1CC(O)C3(O)C(C)O1,training,0
CC1(C)SC2C(C(=O)O)N=C(Cc3ccccc3)N2C1C(=O)O,training,0
COc1ccc(OC)c(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)c1,training,0
C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1,training,0
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,training,0
O=C(c1ccccc1)C1N=NCC1c1ccc([N+](=O)[O-])cc1,training,0
COc1ccc2c(c1)[C@@H](N=C(C)O)CCc1cc(OC)c(OC)c(OC)c1-2,training,0
CC(C)C1=C2CCC3(C)C(CCC4C5C6OCC5(CCC6(C)C)CCC43C)C2(C)CC1,training,0
Cc1cc(C(C)(C)C)cc(CNC2CCCCC2)c1O,training,0
O=C1C(Cl)=C(N2CCN(C3=C(Cl)C(=O)c4ccccc4C3=O)CC2)C(=O)c2ccccc21,training,0
O=C1C(CN2CCCCC2)CCCC1CN1CCCCC1,training,0
C[N+](C)(C)C1=NNC2=Nc3ccccc3SC2=C1,training,0
CCCCCCCCCCCCCC1=NC(C)(C)CN1C(C)C,training,0
CC1CCCN1CCCOC(=O)c1ccc(OC2C=CCCC2)cc1,training,0
O=C(O)C=C(CC(=O)O)C(=O)O,training,0
CCN(CC)CCNC(=O)C(Cl)=C1C(Cl)=C(Cl)C(Cl)=C1Cl,training,0
Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12,training,0
O=[N+]([O-])c1ccc2nc(N/N=C/c3ccc(O)cc3)sc2c1,training,0
O=[N+]([O-])c1ccc(C(Nc2ccccc2)c2ccc3cccnc3c2O)cc1,training,0
CC1(C)C(N(O)C(=O)Nc2ccc(Cl)cc2)N(c2ccc(Cl)cc2)C(=O)N1CC(O)=N/N=C/C=C/c1ccc([N+](=O)[O-])o1,training,1
CCN(CC)CCCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12,training,1
C[n+]1c2ccccc2c(NC2CCNCC2)c2[nH]c3ccccc3c21,training,1
COc1ccc(C(O)=N/N=C/c2ccc(O)cc2O)cc1Nc1ccnc(C(F)(F)F)c1,training,1
CCCCCCCCCCn1cc[n+](C)c1,training,1
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,training,1
CC1(C)CC(OCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)CC(C)(C)N1O,training,1
COc1cc(/C=C/C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)ccc1OCCCOc1cc2c(cc1OC)C(=O)N1CCC[C@H]1C=N2,training,1
O=C1c2cccc(NCC/N=C/c3ccccc3O)c2C(=O)c2c(NCC/N=C/c3ccccc3O)cccc21,training,1
COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)=C(C)C1=O,training,1
COc1cc2c(cc1OCCCN1CCN(CCCOc3cc4c(cc3OC)C(=O)N3C[C@H](F)C[C@H]3C=N4)CC1)N=C[C@@H]1C[C@@H](F)CN1C2=O,training,1
COc1cc(/C=C/C(=O)c2c(C)nc3ccccc3c2C)ccc1OCCCOc1cc2c(cc1OC)C(=O)N1CCC[C@H]1C=N2,training,1
COc1cc2c(cc1OCCCCCn1c(-c3ccco3)nc3ccccc31)N=C[C@@H]1CCCN1C2=O,training,1
Cc1ccc(S(=O)(=O)N(CCOc2ccc(C(N)=NCl)cc2)CCOc2ccc(C(N)=NCl)cc2)cc1,training,1
CCCc1cc(=O)n2c(C(O)=Nc3ccccc3OC)c(C(=O)Nc3ccc(F)cc3)sc2n1,training,1
COc1cc2c(cc1OCCCCCN1CCN(c3ncnc4ccccc34)CC1)N=CC1CCCN1C2=O,training,1
CCC[n+]1cc2cc3c(cc2c2c1-c1cc4c(cc1C2)OCO4)OCO3,training,1
CN(CCCN)CCCN=c1[nH]c2ccccc2c2[nH]c3ccccc3c12,training,1
COc1cc2c(cc1OCCCN1CCN(c3cc(=O)oc4c(C)c(OC)ccc34)CC1)N=C[C@@H]1CCCN1C2=O,training,1
COc1cc2c3c(n(CCCNCCCNCCCn4c5c(c6cc(OC)c(OC)cc6c4=O)C(=O)c4ccccc4-5)c(=O)c2cc1OC)-c1ccccc1C3=O,training,1
COc1cc2c3c(n(CCNCCCNCCn4c5c(c6cc(OC)c(OC)cc6c4=O)C(=O)c4ccccc4-5)c(=O)c2cc1OC)-c1ccccc1C3=O,training,1
N=C(N)N/N=C/c1c(-c2ccc(Cl)c([N+](=O)[O-])c2)nc2ccccn12,training,1
COc1cc([N+](=O)[O-])c(OC)cc1-c1nc2sc(Cl)cn2c1/C=N/NC1=NCCN1,training,1
COC1C(CO)OC(n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(O)=NC4=O)C(O)C1OC(=O)C(N)CCCCN,training,1
COc1cc2c(cc1OCCCCCN1CCN(CCCCCOc3cc4c(cc3OC)C(=O)C3CCC[C@H]3C=N4)CC1)N=C[C@@H]1CCCC1C2=O,training,1
CCCCN=C(N)c1ccc(N2CCCN(c3ccc(C(N)=NCCCC)cc3)CC2)cc1,training,1
NC(=NCc1ccccc1)c1ccc(N2CCN(c3ccc(C(N)=NCc4ccccc4)cc3)CC2)cc1,training,1
COc1c(C)c(OC)c2c(c1O)[C@@H]1[C@@H]3Cc4c(OC)c(C)c(OC)c(O)c4[C@H](CN=C(O)c4cnc5ccccc5n4)N3[C@@H](C#N)[C@H](C2)N1C,training,1
Cn1c2c(c3c(C=C4C=CC(=[N+](C)C)C=C4)c4ccccc4n31)CCCC2,training,1
c1cc(-c2ccc(-c3nc4ccc(C5=NCCN5)cc4s3)s2)ccc1C1=NCCN1,training,1
COc1cc2c(cc1OCCCCCOc1cc3c(cc1OC)C(=O)N1CCC[C@H]1C(O)=N3)N=C[C@@H]1CCCN1C2=O,training,1
CN(CCNC(=O)c1n[nH]c2c1ccc1ccccc12)CCNC(=O)c1n[nH]c2c1ccc1ccccc12,training,1
COc1ccc(-c2cn3c(n2)sc2cc(C)ccc23)cc1,training,1
CCCCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C,training,1
COc1ccc(OC)c(C2CCc3nc4nc(=N)[nH]c(N)c4cc3C2)c1,training,1
Cc1cc2c3c([n+](C)c4ccc(F)cc4c3c1)-c1cc(F)ccc1N2C,training,1
CC(O)=Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCCCCC(=O)N1CC(CCl)c2c1cc(O)c1cc(N=C(C)O)ccc21)CC3CCl,training,1
CC(O)=Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCCCC(=O)N1CC(CCl)c2c1cc(O)c1cc(N=C(C)O)ccc21)CC3CCl,training,1
CC(O)=Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCCC(=O)N1CC(CCl)c2c1cc(O)c1cc(N=C(C)O)ccc21)CC3CCl,training,1
CC(O)=Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCC(=O)N1CC(CCl)c2c1cc(O)c1cc(N=C(C)O)ccc21)CC3CCl,training,1
CC(O)=Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCCCCC(O)=Nc1ccc2c4c(cc(O)c2c1)N(C(=O)OC(C)(C)C)CC4CCl)CC3CCl,training,1
CC(O)=Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCCCC(O)=Nc1ccc2c4c(cc(O)c2c1)N(C(=O)OC(C)(C)C)CC4CCl)CC3CCl,training,1
CC(O)=Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCC(O)=Nc1ccc2c4c(cc(O)c2c1)N(C(=O)OC(C)(C)C)CC4CCl)CC3CCl,training,1
CC1CNC(c2ccc(-c3nc(-c4ccc(C5=NC(C)CN5)cc4)nc(N(C)C)n3)cc2)=N1,training,1
CC1CN=C(c2cccc(-c3nc(-c4cccc(C5=NCC(C)N5)c4)nc(N(C)C)n3)c2)N1,training,1
COc1ccc2c(c1)Cc1c(NCCN(C)C)ccc(C(O)=NCCCN(C)CCCN=C(O)c3ccc(NCCN(C)C)c4c3Nc3ccc(OC)cc3C4)c1N2,training,1
N=C(N)N/N=C/c1c(-c2ccc([N+](=O)[O-])cc2)nc2n1CCS2,training,1
c1ccc(CN2CCN3CCN(CC2)CCN(Cc2ccccc2)CC3)cc1,training,1
CC(O)CC(=O)CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2N=C(O)c3c(cc4c(c3O)OCO4)[C@H]21,training,1
c1ccc([P+](CCC[P+](c2ccccc2)c2ccccc2)c2ccccc2)cc1,training,1
Cn1c(/C=C/c2ccccc2)cc2c(C=C3C=CC(=[N+](C)C)C=C3)c3ccccc3n21,training,1
C=C1C[C@@H]2CC[C@@]34C[C@@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@H]3[C@H](C[C@H]4OC(CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC,training,1
COc1cc2c3c(c1)c1cc(OC)c(OC)cc1c[n+]3CC2,training,1
CN1CCN(c2ccc3nc(C4=C(O)C(=O)c5c(nc(CCl)n5C)C4=O)[nH]c3n2)CC1,training,1
O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCCNCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O,training,1
O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O,training,1
CS(=O)(=O)Nc1ccc(N=c2cc[nH]c3ccc4[nH]ccc4c23)cc1,training,1
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,training,1
CCC[n+]1cc2cc(OC)c(OC)cc2c2c1-c1cc3c(cc1C2)OCO3,training,1
CCN(CC)CCCN=c1[nH]ncc2cc3c([nH]c4ccc(OC)cc43)c(C)c12,training,1
COc1cc2c(c3nc4ccccc4nc13)-c1ccc(SC)c(=O)cc1[C@@H](N=C(C)O)CC2,training,1
CN(C)c1ccc(C=CC=C2c3ccccc3-[n+]3c2cc(-c2ccccc2)n3C)cc1,training,1
C[O+]=C1C=C(N(C)C)C=CC1=Cc1c2ccccc2n2c1cc(-c1ccccc1)n2C,training,1
CC1(C)OC(CP(c2ccccc2)c2ccccc2)C(CP(c2ccccc2)c2ccccc2)O1,training,1
NCCCN1CCN(CCCNc2ccc3ncn4c5ccccc5c(=O)c2c34)CC1,training,1
CCCCCCCCC[n+]1cccc(C2C(C(=O)OCC)=C(C)[N-]C(C)=C2C(=[O+])OCC)c1,training,1
CC(O)=Nc1cc(C(=O)Nc2cc(C(=O)N3CC(CCl)c4c3cc(N)c3ccccc43)nn2C)nn1C,training,1
Cn1c2ccccc2n2c3ccccc3c(=NCCCn3ccnc3)c(C#[N+])c12,training,1
Cn1c2ccccc2n2c3ccccc3c(=NCCCN3CCOCC3)c(C#[N+])c12,training,1
O=S(=O)(c1ccc(NC2=NC(c3ccc(O)cc3)(c3ccccc3O)c3ccccc32)cc1)c1ccc(NC2=NC(c3ccc(O)cc3)(c3ccccc3O)c3ccccc32)cc1,training,1
CN(C)c1ccc(C=Cc2cc(-c3ccccc3)[n+](C)n2-c2ccccc2)cc1,training,1
CCCC(O)=Nc1cc(/C=C/C(=O)N2CC(CCl)c3c2cc(OC(C)=O)c2[nH]cc(C)c32)n(C)c1,training,1
OC(=NCCN(CCN=C(O)c1cccc(O)c1O)CCN=C(O)c1cccc(O)c1O)c1cccc(O)c1O,training,1
CCCC(O)=Nc1cc(C(=O)N2C[C@@H]3C[C@]34C2=CC(=O)c2[nH]cc(C)c24)n(COC)c1,training,1
CCCC(O)=Nc1cc(/C=C/C(=O)N2C[C@@H]3C[C@]34C2=CC(=O)c2[nH]cc(C)c24)n(C)c1,training,1
Cc1cccc(CP(Cc2cccc(C)c2)CC2(CP3C4CCCCC4C4CCCCC43)COC2)c1,training,1
COc1ccc2[nH]c3cc(Cl)ccc3c(=NCCN=C(O)Cn3c(=O)n(C)c(=O)c4c3nc3c(c(=O)n(C)c(=O)n3C)[n+]4[O-])c2c1,training,1
C[C@H](CCC1=NCCN1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,training,1
CC12NC(=C(C#N)C#N)C(C#N)=C3NC(N)=C(C#N)C(=C31)Oc1ccccc12,training,1
OCC(O)C(O)C(O)C(O)/C=N\NC1=N/C(=C\c2ccc(Cl)cc2)C(O)=N1,training,1
C[N+]12C=CC=C1C(N1CCCC1)c1scc(-c3ccc(Br)cc3)c12,training,1
Cc1c2c(c(C)c3c1=CN(C)C=C3)=[O+]c1ccccc1O2,training,1
COC[C@H]1C(O)=NCC(=O)N2N=CCC[C@H]2C(=O)N(O)[C@H](C)C(=O)O[C@@H](C(C)C)[C@H](N=C(O)[C@@](C)(O)[C@]2(O)CC[C@@H](CC(C)C)[C@H](C)O2)C(=O)N2NCCC[C@@H]2C(=O)N1O,training,1
Cc1cc(=NCCCCCCCCCCn2c(C)cc(=[N+])c3ccccc32)c2ccccc2[nH]1,training,1
Cc1cc(=[N+]Cc2ccccc2)c2ccccc2n1CCCCCCCCCCn1c(C)cc(=[N+]Cc2ccccc2)c2ccccc21,training,1
OB(O)[C@H](Cc1ccccc1)N=C(O)[C@H](Cc1cccc2ccccc12)N=C(O)N1CCOCC1,training,1
CC(C)C[C@H](N=C(O)[C@H](Cc1cccc2ccccc12)NS(=O)(=O)c1cccc2cccnc12)B(O)O,training,1
CC(C)C[C@H](N=C(O)[C@H](Cc1cccc2ccccc12)N=C(O)N1CCOCC1)B(O)O,training,1
CN(C)CCN=C(O)c1cccc2nc3c(C(O)=NCCN(C)C)cccc3nc12,training,1
CC[P+](C#Cc1ccccc1)(c1ccccc1)c1ccccc1,training,1
BrC1(c2ccccc2)C[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc21,training,1
C=C1C(C(O)C[C@H](C)C2O[C@@]3(CCCCO3)CCC2C)O[C@@H]2CCC3(CCC(/C=C/[C@@H](C)C4CC(C)=CC5(O4)O[C@H](C[C@](C)(O)C(=O)O)CCC5O)O3)OC2[C@@H]1O,training,1
CCN(CCCl)c1cc(CN(C)C)cc(N=C(O)c2cc(C(=O)Nc3cc(CN(C)C)cc(N(CC)CCCl)c3)n(C)n2)c1,training,1
CCN(CCCl)c1cc(CN(C)C)cc(N=C(O)C23CCC(C(O)=Nc4cc(CN(C)C)cc(N(CC)CCCl)c4)(CC2)CC3)c1,training,1
O=c1c2c[c-](-[n+]3c(-c4ccccc4)cc(-c4ccccc4)cc3-c3ccccc3)cc1CO[C@@H](c1ccccc1)[C@H](c1ccccc1)OCC1=[N+]C(=CC=C1)CO[C@@H](c1ccccc1)[C@H](c1ccccc1)OC2,training,1
OC(=NCCCNCCCCNCCCN=C(O)c1cc(-c2ccccc2)nc2ccccc12)c1cc(-c2ccccc2)nc2ccccc12,training,1
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccco2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](N=C(O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,training,1
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccoc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](N=C(O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,training,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCl,training,1
c1ccc(COc2ccc(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,training,1
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)C2CCCCC2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](N=C(O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,training,1
c1ccc([P+](CCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,training,1
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4OC(C)C(=O)C=C4N)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,training,1
CC(C)(C)[Si](C)(C)OCC1OC(n2cnc3c(O)nc(=N)[nH]c32)C(O[Si](C)(C)C(C)(C)C)C1O[Si](C)(C)C(C)(C)C,training,1
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](N=C(O)c3ccoc3)c3ccccc3)C(C)=C1C2(C)C,training,1
