smiles,group,CYP1A2-sub
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,training,0
[N+]CCCC[C@H](N)C(N)=O,training,0
CC(=O)N/C(=C\c1ccc(CC(=O)O)c(C=O)c1)C(=O)N[C@@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,training,0
C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe]35n6c(c(C)c(CCC(=O)O)c6=C(c6ccccc6)C6=[N+]3C(=C4)C(C)=C6CCC(=O)O)=CC1=[N+]25,training,0
Cc1cc(C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)OCc2ccccc2)C[C@@H]2CCNC2=O)C(C)C)no1,training,0
CC/C=C/C[C@@H]1C(=O)C=C[C@H]1CCCCCCCC(=O)O,training,0
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,training,0
CC1=C(C(=O)O)N[C@H]([C@H](NC(=O)Cc2cccs2)C(=O)O)SC1,training,0
CNc1nc[nH]c2c([C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O)nnc1-2,training,0
O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,training,0
O[C@@H]1Cc2c(ccc3ccc4ccccc4c23)[C@@H](O)[C@@H]1O,training,0
COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,training,0
CN(C)C[C@H](O)COc1ccc(Nc2cc(Nc3c(F)cccc3F)ncn2)cc1,training,0
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,training,1
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,training,1
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,training,1
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,training,1
CCCN(CCC)CCc1cccc2c1CC(=O)N2,training,1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,training,1
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,training,1
CN1CCN2c3ncccc3Cc3ccccc3C2C1,training,1
COC(F)(F)C(Cl)Cl,training,1
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,training,1
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,training,1
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,training,1
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,training,1
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,training,1
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,training,1
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,training,1
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,training,1
O=C(NO)c1ccccc1O,test,0
O=C(O)C(=O)/C=C/c1ccccc1O,test,0
O=C(O)[C@@H](CS)CCCc1ccccc1,test,0
CC(C)Cc1ccc(C(C)C(O)=NO)cc1,test,0
C[C@](N)(C(=O)O)c1ccc(C(=O)O)cc1,test,0
CC(C)c1cccc(C(C)C)c1O,test,1
CC(C)/N=C(\N)N=C(N)Nc1ccc(Cl)cc1,test,1
CNNCc1ccc(C(=O)NC(C)C)cc1,test,1
CCOc1ccc(NC(C)=O)cc1,test,1
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,test,1
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,test,1
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,test,1
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,test,1
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,test,1
OCc1ccccc1,test,1
CC(C)OC(=O)c1cc(NC(=S)OC(C)C)ccc1Cl,test,0
CO[C@H]1[C@@H](O)O[C@@H](C)[C@H](O)[C@H]1O,test,0
Oc1ccc2ccccc2c1O,test,0
CC(C)NCC(O)COc1cccc2ccccc12,test,1
Cn1c(=O)c2[nH]cnc2n(C)c1=O,test,1
Cn1cnc2c1c(=O)[nH]c(=O)n2C,test,1
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,test,1
CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,test,0
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,test,0
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,test,0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,test,1
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,test,0
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,test,1
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,test,1
CN(C)CCCN1c2ccccc2Sc2ccccc21,test,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,test,1
C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O,test,1
O=C(O)C(=O)Cc1ccc(O)cc1,val,0
N[C@@H](Cc1ccccc1)C(=O)O,val,0
N[C@@H](CCC(=O)N[C@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,val,0
N[C@@H](CCC(=O)N[C@H](CS[C@H](O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O,val,0
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,val,0
O=C(CCCl)NCc1ccccc1,val,0
CC(Cc1ccccc1)NN,val,0
C=CC(=O)c1ccc(CCCCCC)cc1,val,0
CC(=O)Nc1ccc(O)cc1,val,1
CCN(CC)CC(=O)Nc1c(C)cccc1C,val,1
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,val,1
NCCc1ccc(O)c(O)c1,val,1
NC(N)=NN=Cc1c(Cl)cccc1Cl,val,1
CC(C)C[C@H](N=C(O)CN=C(O)c1cc(Cl)ccc1Cl)B(O)O,val,1
NS(=O)(=O)c1ccc(CCC(=O)O)cc1,val,0
C#CCN(C)C(C)Cc1ccccc1,val,1
Cc1cccc(C)c1OCC(C)N,val,1
C1CCOCC1,val,0
CC(=O)N[C@H]1[C@H](O)C[C@H](P(=O)(O)O)O[C@H]1[C@H](O)[C@@H](O)CO,val,0
O=C(O)[C@@H]1C[C@H](O)[C@@H](O)[C@H](O)O1,val,0
CC(=O)N[C@@H](Cc1cccc2ccccc12)[B-](O)(O)O,val,0
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,val,1
COc1ccc2cc(CCC(C)=O)ccc2c1,val,1
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,val,1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,val,1
CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,val,0
CN(C)CCOC(c1ccccc1)c1ccccc1,val,1
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,val,1
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,val,1
CN(C)CCCN1c2ccccc2CCc2ccccc21,val,1
CNCCCN1c2ccccc2CCc2ccccc21,val,1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,val,1
C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,val,1
