smiles,group,DILI
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,training,1
Nc1cc(-c2ccncc2)c[nH]c1=O,training,1
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,training,0
CC12CC3CC(C)(C1)CC(N)(C3)C2,training,0
CN(C)C(=N)N=C(N)N,training,0
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,training,1
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,training,1
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,training,1
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,training,0
Nc1nc2ccc(OC(F)(F)F)cc2s1,training,1
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,training,1
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,training,1
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,training,0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,training,0
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,training,0
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,training,1
NC(CO)(CO)CO,training,0
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,training,0
COC(=O)Nc1nc2ccccc2[nH]1,training,1
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,training,0
CC(=O)NC1C(O)OC(CO)C(OS(=O)(=O)[O-])C1OC1OC(C(=O)[O-])C(O)C(O)C1O,training,1
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,training,1
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,training,1
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,training,1
CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,training,1
CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,training,1
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,training,0
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,training,0
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,training,1
CO[Si](C)(C)O[Si](C)(C)C,training,0
Cc1ccc(-n2[nH]c(C)c(NN=C3C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C,training,1
Oc1cccc2cccnc12,training,1
CC(=O)Nc1nnc(S(N)(=O)=O)s1,training,1
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,training,1
O=c1ncnc2[nH][nH]cc1-2,training,1
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,training,0
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,training,1
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,training,0
CC(C)(C(=O)c1cccnc1)c1cccnc1,training,0
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,training,0
Nc1ccc(N=Nc2ccccc2)c(N)n1,training,0
CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,training,0
COc1cc(NC(C)CCCN)c2ncccc2c1,training,0
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,training,1
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,training,0
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,training,0
COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,training,1
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,training,0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,training,0
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,training,0
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,training,0
OCC1OC(n2cnc3c2NC=NCC3O)CC1O,training,1
C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,training,1
CNCCC(Oc1cccc2ccccc12)c1cccs1,training,1
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,training,1
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,training,1
CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,training,1
NC(N)=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1,training,1
Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,training,1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,training,1
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,training,1
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,training,1
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,training,0
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,training,1
COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-],training,0
CCCc1cc(=O)[nH]c(=S)[nH]1,training,1
CCCC(CCC)C(=O)O,training,1
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],training,0
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,test,0
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,test,0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,test,0
CC(=O)Oc1ccccc1C(=O)O,test,0
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,test,0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,test,1
NNCCc1ccccc1,test,0
CC(C)NCC(O)c1ccc(O)c(O)c1,test,0
CC(C)NCC(O)c1cc(O)cc(O)c1,test,0
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,test,0
CCOc1ccc(NC(C)=O)cc1,test,1
CC(C)(N)Cc1ccccc1,test,0
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,test,0
NC(Cc1ccc(O)c(O)c1)C(=O)O,test,0
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,test,0
CC(C)Cc1ccc(CC(=O)O)cc1,test,1
C#CCN(C)C(C)Cc1ccccc1,test,0
CC(N)C(O)c1ccccc1,test,0
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,test,0
CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,test,0
CC(N)(Cc1ccc(O)cc1)C(=O)O,test,0
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,test,0
CC(=O)Nc1cccc(O)c1,test,0
CCN(CC)CCOc1cccc(OCCN(CC)CC)c1OCCN(CC)CC,test,0
O=C(O)c1ccccc1O,test,0
NC(=O)c1ccccc1O,test,0
C=CCOc1ccc(CC(=O)O)cc1Cl,test,1
NCC1(CC(=O)O)CCCCC1,test,0
NCC1CCC(C(=O)O)CC1,test,0
O=C(O)c1cccnc1,test,1
CC(C)NNC(=O)c1ccncc1,test,1
CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,test,0
S=C=Nc1cccc2ccccc12,test,1
CC(C)NCC(O)COc1cccc2ccccc12,test,0
COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,test,1
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,test,1
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,test,0
Nc1ccn(C2CCC(CO)O2)c(=O)n1,test,1
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,test,0
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,test,0
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,test,1
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,test,1
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,test,0
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,test,0
Cc1ccccc1C(OCCN(C)C)c1ccccc1,test,0
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,test,1
O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,test,1
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,test,1
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,test,1
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,test,0
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,test,0
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,test,0
NCCc1ccc(O)c(O)c1,val,0
Nc1ccc(C(=O)O)cc1,val,0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,val,1
CC[N+](C)(C)c1cccc(O)c1,val,0
N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,val,1
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,val,0
COc1ccccc1OCC(O)CO,val,0
CCCCCCc1ccc(O)cc1O,val,0
CCN(CC)CC(=O)Nc1c(C)cccc1C,val,0
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,val,1
CC(C)c1cccc(C(C)C)c1O,val,0
Nc1ccc(S(N)(=O)=O)cc1,val,1
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,val,1
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,val,1
CC(N)Cc1ccccc1,val,0
COc1ccc(OC)c(C(O)C(C)N)c1,val,0
CNC(C)C(O)c1ccccc1,val,0
CNC(C)Cc1ccccc1,val,0
NC(=O)NS(=O)(=O)c1ccc(N)cc1,val,1
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,val,0
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,val,0
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,val,0
NCC(O)c1ccc(O)c(O)c1,val,0
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,val,0
C#CCN(C)Cc1ccccc1,val,0
CNCC(O)c1ccc(O)c(O)c1,val,0
COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,val,0
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,val,0
OC1C(O)C(O)C(O)C(O)C1O,val,0
NC1CCCCC1N,val,1
Cc1ncc(CO)c(CO)c1O,val,0
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,val,1
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,val,1
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,val,1
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,val,1
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,val,1
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,val,0
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,val,0
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,val,0
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,val,1
Cc1cccc(Nc2ccccc2C(=O)O)c1C,val,1
C[N+](C)CCOC(c1ccccc1)c1ccccc1,val,0
CN(C)CCOC(c1ccccc1)c1ccccc1,val,0
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,val,0
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,val,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,val,0
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,val,1
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,val,0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,val,0
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,val,0
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,val,0
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,val,0
